title,color,memory,price,redPrice,productCode,screen_diagonal,screen_resolution,specifications
Мобільний телефон Apple iPhone 15 128GB Black (MTP03),чорний,128 Gb,35 499,33 299,U0854689,"6.1""",1179 х 2556,"Характеристики Apple iPhone 15 128GB Black (MTP03)
Основні характеристики
Форм-фактор
моноблок
Кількість SIM-карт
1 SIM + e-sim
Формат SIM-карти
e-sim,  Nano
Покоління зв'язку (2G /3G/4G/5G)
2G,  3G,  4G,  5G
Дисплей
Всі характеристики"
